MMSI,shipType,shipTypeSpecific
441168000,Cargo,Vehicles Carrier
441301000,Cargo,Bulk Carrier
441698000,Cargo,Bulk Carrier
441708000,Cargo,Bulk Carrier
441758000,Cargo,Bulk Carrier
441947000,Cargo,Vehicles Carrier
447069000,Tanker - Hazard D (Recognizable),Crude Oil Tanker
447173000,Tanker,Oil/Chemical Tanker
447308000,Anti-Pollution,Pollution Control Vessel
450485000,Cargo,Livestock Carrier
450511000,Cargo,Livestock Carrier
450542000,Cargo,General Cargo
450550000,Cargo,Livestock Carrier
450552000,Cargo,General Cargo
450555000,Cargo,Bulk Carrier
450559000,Cargo,Bulk Carrier
450562000,Cargo,Livestock Carrier
450569000,Cargo,Livestock Carrier
457090000,Tug,Tug
461000141,Fishing,Fishing Vessel
461002000,Passenger,Yacht
463037101,Cargo,Bulk Carrier
463042101,Cargo,Bulk Carrier
466244000,Tanker,Crude Oil Tanker
466559440,Military Ops,Military Ops
468392000,Cargo,General Cargo
468393000,Cargo,General Cargo
468395000,Cargo,Bulk Carrier
468421000,Cargo,General Cargo
477002800,Cargo,Bulk Carrier
477006100,Cargo,Bulk Carrier
477006500,Cargo - Hazard D (Recognizable),Container Ship
477010700,Cargo,Bulk Carrier
477021900,Cargo,Bulk Carrier
477023200,Cargo,Bulk Carrier
477023400,Cargo,Bulk Carrier
477023800,Tanker,Crude Oil Tanker
477024200,Cargo,Bulk Carrier
477024500,Cargo,Bulk Carrier
477027300,Cargo,Bulk Carrier
477027500,Cargo,Bulk Carrier
477030700,Cargo - Hazard A (Major),Container Ship
477035200,Cargo,Bulk Carrier
477035500,Cargo,Bulk Carrier
477040800,Cargo,General Cargo
477043500,Tanker,Crude Oil Tanker
477045500,Cargo,Bulk Carrier
477045900,Cargo,General Cargo
477049100,Tanker,Oil/Chemical Tanker
477049200,Tanker,Oil/Chemical Tanker
477050500,Cargo - Hazard A (Major),Container Ship
477051600,Cargo,Bulk Carrier
477057100,Cargo - Hazard A (Major),Container Ship
477067100,Cargo,Bulk Carrier
477067400,Cargo,Bulk Carrier
477067700,Cargo,Bulk Carrier
477078100,Cargo,Bulk Carrier
477078300,Cargo,Bulk Carrier
477090000,Cargo,Bulk Carrier
477091400,Cargo,Bulk Carrier
477091500,Cargo,Bulk Carrier
477098400,Cargo,Bulk Carrier
477100400,Cargo,Container Ship
477103100,Cargo,Bulk Carrier
477105300,Cargo - Hazard A (Major),Container Ship
477105600,Cargo - Hazard A (Major),Container Ship
477107100,Cargo,Bulk Carrier
477108800,Cargo,General Cargo
477110600,Tanker,Oil/Chemical Tanker
477112100,Cargo,Bulk Carrier
477117800,Tanker,Chemical Tanker
477118600,Cargo - Hazard A (Major),Container Ship
477121200,Cargo,Container Ship
477121800,Cargo,Bulk Carrier
477127500,Cargo,Bulk Carrier
477129100,Tanker,Oil/Chemical Tanker
477129600,Cargo,Bulk Carrier
477131300,Cargo,Bulk Carrier
477131500,Cargo,Bulk Carrier
477131700,Cargo,Bulk Carrier
477133300,Cargo,Bulk Carrier
477133600,Tanker,Chemical Tanker
477137800,Cargo,Bulk Carrier
477139600,Cargo,Bulk Carrier
477144300,Tanker,Crude Oil Tanker
477147400,Cargo,Bulk Carrier
477148900,Cargo,Bulk Carrier
477150500,Cargo,Bulk Carrier
477150800,Cargo,Bulk Carrier
477151900,Cargo,Bulk Carrier
477153100,Cargo,Bulk Carrier
477158400,Cargo,Bulk Carrier
477158700,Cargo - Hazard A (Major),Container Ship
477160100,Cargo,General Cargo
477162100,Cargo,Bulk Carrier
477162800,Cargo,Bulk Carrier
477172900,Cargo,Bulk Carrier
477176800,Cargo,Bulk Carrier
477178900,Cargo,Container Ship
477181100,Cargo,Bulk Carrier
477182600,Cargo,Bulk Carrier
477183400,Cargo,Bulk Carrier
477183800,Cargo - Hazard A (Major),Container Ship
477184300,Tanker,Oil/Chemical Tanker
477190500,Cargo,Bulk Carrier
477195600,Cargo,Bulk Carrier
477195700,Cargo,Bulk Carrier
477201100,Tanker,Oil/Chemical Tanker
477203600,Cargo,Bulk Carrier
477209200,Cargo,Bulk Carrier
477209300,Cargo,Bulk Carrier
477211100,Cargo,Container Ship
477213800,Cargo,Container Ship
477219100,Cargo,Bulk Carrier
477220100,Cargo,Container Ship
477220400,Cargo,Container Ship
477220600,Cargo,Bulk Carrier
477222100,Cargo,Bulk Carrier
477222900,Cargo,Bulk Carrier
477230300,Cargo,Bulk Carrier
477231600,Tanker,Oil/Chemical Tanker
477233600,Cargo,Bulk Carrier
477233900,Tanker,LPG Tanker
477241500,Tanker,LPG Tanker
477241800,Cargo,Container Ship
477243300,Cargo,General Cargo
477252700,Cargo,Bulk Carrier
477257600,Cargo,Bulk Carrier
477265100,Cargo,Bulk Carrier
477266800,Cargo - Hazard D (Recognizable),Container Ship
477266900,Cargo - Hazard D (Recognizable),Container Ship
477269300,Cargo - Hazard A (Major),Container Ship
477269600,Cargo,Bulk Carrier
477271600,Cargo,Bulk Carrier
477271700,Cargo,Bulk Carrier
477282900,Cargo - Hazard A (Major),Container Ship
477293400,Cargo,Bulk Carrier
477293800,Tanker,Chemical Tanker
477300300,Tanker,Oil/Chemical Tanker
477300600,Cargo,Bulk Carrier
477301400,Cargo,Bulk Carrier
477301600,Cargo,Bulk Carrier
477302100,Cargo,Bulk Carrier
477302900,Cargo - Hazard A (Major),Container Ship
477305900,Cargo,Container Ship
477307800,Cargo,Bulk Carrier
477308200,Cargo,Bulk Carrier
477312300,Cargo,General Cargo
477312900,Cargo,Bulk Carrier
477314700,Cargo - Hazard A (Major),Container Ship
477318100,Cargo,Bulk Carrier
477318400,Cargo,Container Ship
477327200,Cargo,Bulk Carrier
477327400,Cargo,Bulk Carrier
477327500,Cargo,Bulk Carrier
477327700,Cargo,Bulk Carrier
477328800,Cargo,Bulk Carrier
477333100,Cargo,Bulk Carrier
477333600,Cargo,Bulk Carrier
477335400,Cargo,Bulk Carrier
477346500,Cargo - Hazard A (Major),Container Ship
477351300,Tanker,Oil/Chemical Tanker
477369500,Cargo,Bulk Carrier
477387700,Cargo,General Cargo
477389500,Cargo,Bulk Carrier
477392700,Cargo,Bulk Carrier
477401600,Cargo,Bulk Carrier
477401700,Cargo,Bulk Carrier
477424600,Cargo - Hazard A (Major),Container Ship
477427300,Cargo,Bulk Carrier
477434200,Cargo - Hazard A (Major),Container Ship
477434500,Cargo,Bulk Carrier
477439600,Cargo,Bulk Carrier
477439800,Tanker,Oil/Chemical Tanker
477454500,Tanker,Oil/Chemical Tanker
477454700,Cargo - Hazard D (Recognizable),Container Ship
477462800,Cargo,Bulk Carrier
477473000,Cargo,Bulk Carrier
477477300,Cargo,Bulk Carrier
477478800,Cargo,Container Ship
477486100,Cargo - Hazard A (Major),Container Ship
477493100,Cargo,Bulk Carrier
477514500,Cargo,Bulk Carrier
477518800,Cargo,Bulk Carrier
477519300,Cargo,Bulk Carrier
477519400,Cargo - Hazard A (Major),Container Ship
477519900,Cargo,Bulk Carrier
477520900,Cargo,Bulk Carrier
477521100,Cargo,Bulk Carrier
477527900,Cargo,Bulk Carrier
477537500,Cargo,Bulk Carrier
477538700,Tanker,LPG Tanker
477539100,Tanker,Crude Oil Tanker
477539300,Tanker,Crude Oil Tanker
477539700,Tanker,Crude Oil Tanker
477548600,Cargo,Bulk Carrier
477552100,Cargo - Hazard A (Major),Container Ship
477552400,Cargo,Container Ship
477552700,Cargo - Hazard A (Major),Container Ship
477552800,Cargo - Hazard A (Major),Container Ship
477552900,Cargo - Hazard A (Major),Container Ship
477588200,Cargo,Bulk Carrier
477591500,Tanker,Crude Oil Tanker
477595900,Cargo,Bulk Carrier
477615900,Cargo,Bulk Carrier
477617600,Cargo,Container Ship
477620100,Cargo,Bulk Carrier
477620700,Cargo,Bulk Carrier
477620800,Cargo,Bulk Carrier
477622700,Cargo,Bulk Carrier
477624900,Cargo,General Cargo
477629100,Cargo,Bulk Carrier
477630800,Cargo,Bulk Carrier
477631200,Cargo,Bulk Carrier
477631400,Tanker,Oil/Chemical Tanker
477636800,Cargo,Bulk Carrier
477637700,Cargo,Bulk Carrier
477639500,Cargo - Hazard A (Major),Container Ship
477641700,Cargo,Bulk Carrier
477641900,Cargo,General Cargo
477648100,Cargo,Container Ship
477648700,Cargo - Hazard A (Major),Container Ship
477648800,Cargo - Hazard A (Major),Container Ship
477664600,Cargo - Hazard D (Recognizable),Container Ship
477664800,Cargo,Bulk Carrier
477665200,Cargo - Hazard A (Major),Container Ship
477669300,Tanker,Oil/Chemical Tanker
477669500,Cargo,Bulk Carrier
477680200,Cargo,Bulk Carrier
477681900,Cargo - Hazard A (Major),Container Ship
477684100,Cargo,Bulk Carrier
477690200,Tanker,LPG Tanker
477692900,Cargo,Bulk Carrier
477694200,Cargo - Hazard D (Recognizable),Container Ship
477698300,Tanker,Oil/Chemical Tanker
477699500,Cargo,Bulk Carrier
477700900,Cargo,Bulk Carrier
477708600,Cargo,Bulk Carrier
477711600,Cargo - Hazard A (Major),Container Ship
477712400,Cargo - Hazard A (Major),Container Ship
477713300,Cargo,Bulk Carrier
477713400,Cargo,Bulk Carrier
477714300,Cargo - Hazard A (Major),Container Ship
477721900,Cargo,Bulk Carrier
477730300,Cargo,Bulk Carrier
477730900,Cargo,Bulk Carrier
477737700,Cargo - Hazard A (Major),Container Ship
477739600,Cargo,Bulk Carrier
477742600,Cargo,Bulk Carrier
477748600,Cargo,General Cargo
477752100,Cargo,Bulk Carrier
477752500,Cargo,Bulk Carrier
477766200,Cargo,Bulk Carrier
477769600,Cargo - Hazard A (Major),Container Ship
477769800,Cargo,Bulk Carrier
477817800,Tanker,Tanker
477818000,Cargo,General Cargo
477826100,Cargo,Bulk Carrier
477831200,Cargo,Container Ship
477832900,Cargo,Bulk Carrier
477847500,Cargo,Bulk Carrier
477850200,Cargo,Bulk Carrier
477854200,Tanker,Oil/Chemical Tanker
477854300,Tanker,Oil/Chemical Tanker
477854500,Tanker,Oil/Chemical Tanker
477854600,Tanker,Oil/Chemical Tanker
477854900,Cargo,Bulk Carrier
477855700,Cargo,Bulk Carrier
477866900,Tanker - Hazard B,Chemical Tanker
477883300,Cargo - Hazard A (Major),Container Ship
477900700,Cargo,Bulk Carrier
477902600,Cargo,Bulk Carrier
477904300,Cargo - Hazard A (Major),Container Ship
477904500,Cargo,Bulk Carrier
477913400,Tanker,Oil Products Tanker
477915900,Cargo,Bulk Carrier
477924000,Cargo,Bulk Carrier
477925100,Cargo,Bulk Carrier
477925800,Cargo,Bulk Carrier
477942400,Cargo,Bulk Carrier
477950600,Tanker,Oil/Chemical Tanker
477950900,Tanker - Hazard B,Oil/Chemical Tanker
477958500,Cargo,Container Ship
477961200,Cargo,Bulk Carrier
477961500,Cargo,Bulk Carrier
477975000,Cargo,Bulk Carrier
477982400,Cargo,Bulk Carrier
477982500,Cargo,General Cargo
478106000,Cargo,"Inland, Motor Freighter"
511009000,Cargo,General Cargo
511011035,Cargo,Cargo/Containership
511038000,Cargo,Livestock Carrier
511100141,Tug,Tug
511100208,Fishing,Fishing Vessel
511100209,Cargo,General Cargo
511100210,Cargo,Bulk Carrier
511100212,Cargo,General Cargo
511100217,Cargo,General Cargo
511100218,Cargo,Cargo
511100245,Cargo,Ro-Ro Cargo
511100249,Cargo,General Cargo
511100307,Cargo,General Cargo
511100308,Cargo,General Cargo
511100315,Cargo,Bulk Carrier
511100335,Cargo,General Cargo
511100348,Tanker,Tanker
511100360,Cargo,General Cargo
511100373,Cargo,Container Ship
511100380,Cargo,Container Ship
511100389,Cargo,General Cargo
511100405,Cargo,General Cargo
511100426,Cargo,General Cargo
511100429,Cargo,General Cargo
511100437,Cargo,Cargo/Containership
511100448,Cargo,Livestock Carrier
511100455,Cargo,General Cargo
511100470,Passenger,Ro-Ro/Passenger Ship
511100473,Cargo,General Cargo
511100474,Cargo,General Cargo
511100476,Cargo,Ro-Ro Cargo
511100477,Cargo,Bulk Carrier
511100485,Cargo,General Cargo
511100492,Cargo,General Cargo
511100495,Port Tender,Port Tender
511100497,Cargo,General Cargo
511100498,Cargo,General Cargo
511100502,Cargo,Heavy Load Carrier
511100505,Cargo,Cargo/Containership
511100513,Cargo,General Cargo
511100560,Cargo,General Cargo
511234000,Cargo - Hazard A (Major),Bulk Carrier
511255000,Cargo,General Cargo
511273000,Cargo,General Cargo
511302000,Cargo,General Cargo
511326000,Cargo,General Cargo
511336000,Cargo,General Cargo
511367000,Cargo,General Cargo
511370000,Cargo,General Cargo
511372000,Cargo,General Cargo
511434000,Cargo,General Cargo
511502000,Dredger,Hopper Dredger
511518000,Cargo,General Cargo
511534000,Sailing Vessel,Sailing Vessel
511625000,Cargo,General Cargo
511658000,Cargo,General Cargo
511722000,Tug,Tug
511826000,Cargo,Bulk Carrier
511933000,Dredger,Hopper Dredger
511942000,Cargo,General Cargo
511963000,Cargo,General Cargo
511968000,Cargo,General Cargo
511986000,Cargo,General Cargo
518100106,Cargo,General Cargo
518100265,Cargo,General Cargo
518100278,Cargo,Bulk Carrier
518100289,Cargo,General Cargo
518100296,Fishing,Fishing Vessel
518100381,Cargo,General Cargo
518100677,Cargo,Cargo/Containership
518100770,Cargo,Bulk Carrier
518100776,Cargo,Bulk Carrier
518101010,Cargo,Bulk Carrier
518558000,Cargo,Bulk Carrier
518559000,Cargo,General Cargo
518790000,Cargo,General Cargo
518791000,Cargo,General Cargo
518857000,Cargo,General Cargo
518865000,Tanker,Oil Products Tanker
518914000,Cargo,General Cargo
518915000,Cargo,General Cargo
518938000,Cargo,Bulk Carrier
525107008,Tanker,Oil/Chemical Tanker
533110082,Sailing Vessel,Sailing Vessel
538001652,Cargo - Hazard A (Major),Container Ship
538001786,Tanker,Crude Oil Tanker
538001893,Tanker,Crude Oil Tanker
538001963,Tanker,Chemical Tanker
538001964,Tanker,Chemical Tanker
538002013,Cargo,Bulk Carrier
538002041,Cargo,Bulk Carrier
538002071,Tanker,Oil/Chemical Tanker
538002073,Tanker,Oil/Chemical Tanker
538002125,Cargo,Bulk Carrier
538002179,Cargo,Bulk Carrier
538002203,Cargo,Bulk Carrier
538002206,Cargo,Bulk Carrier
538002314,Cargo,Bulk Carrier
538002322,Cargo,Bulk Carrier
538002381,Cargo,Bulk Carrier
538002510,Cargo,Bulk Carrier
538002543,Tanker,Oil/Chemical Tanker
538002548,Cargo,Bulk Carrier
538002561,Tanker,Oil/Chemical Tanker
538002594,Tanker,Oil/Chemical Tanker
538002622,Tanker,Oil Products Tanker
538002631,Cargo,Bulk Carrier
538002632,Cargo,Bulk Carrier
538002634,Cargo,Bulk Carrier
538002668,Cargo,Bulk Carrier
538002734,Cargo - Hazard A (Major),Container Ship
538002743,Cargo,Bulk Carrier
538002748,Cargo,Bulk Carrier
538002774,Tanker,Oil/Chemical Tanker
538002778,Tanker,Oil/Chemical Tanker
538002793,Cargo,Bulk Carrier
538002841,Cargo,Bulk Carrier
538002852,Tanker - Hazard D (Recognizable),Chemical Tanker
538002883,Tanker,Oil/Chemical Tanker
538002920,Tanker,LNG Tanker
538002949,Tug,Offshore Supply Ship
538002973,Cargo,Bulk Carrier
538002982,Tanker,Oil/Chemical Tanker
538002986,Cargo,Bulk Carrier
538002999,Cargo,Bulk Carrier
538003016,Cargo,Bulk Carrier
538003057,Cargo,Bulk Carrier
538003104,Cargo,Container Ship
538003122,Tanker - Hazard B,Oil/Chemical Tanker
538003141,Cargo,Bulk Carrier
538003185,Cargo,Bulk Carrier
538003238,Cargo,Bulk Carrier
538003241,Cargo,Bulk Carrier
538003242,Cargo,Bulk Carrier
538003253,Cargo,Bulk Carrier
538003254,Tanker,Chemical Tanker
538003255,Tanker,Oil/Chemical Tanker
538003268,Tanker,Crude Oil Tanker
538003275,Cargo,Bulk Carrier
538003277,Tanker,Oil/Chemical Tanker
538003311,Cargo,Bulk Carrier
538003320,Cargo,Bulk Carrier
538003321,Tanker,Crude Oil Tanker
538003322,Tanker,Crude Oil Tanker
538003324,Tanker - Hazard B,Oil/Chemical Tanker
538003325,Tanker - Hazard C (Minor),Oil/Chemical Tanker
538003353,Tanker - Hazard A (Major),LNG Tanker
538003355,Tanker - Hazard D (Recognizable),LNG Tanker
538003379,Cargo,Bulk Carrier
538003431,Tanker,Oil/Chemical Tanker
538003432,Tanker,Oil/Chemical Tanker
538003445,Cargo,Bulk Carrier
538003450,Tanker,Crude Oil Tanker
538003488,Tanker - Hazard B,Oil/Chemical Tanker
538003501,Tanker,Oil/Chemical Tanker
538003580,Cargo - Hazard C (Minor),Container Ship
538003601,Tanker,Crude Oil Tanker
538003620,Cargo,Bulk Carrier
538003630,Tanker - Hazard B,Oil/Chemical Tanker
538003639,Cargo,Bulk Carrier
538003690,Cargo,Bulk Carrier
538003692,Cargo,Bulk Carrier
538003717,Cargo,Container Ship
538003729,Cargo - Hazard C (Minor),Container Ship
538003756,Tanker,Oil Products Tanker
538003758,Tanker - Hazard A (Major),Oil/Chemical Tanker
538003782,Cargo,Bulk Carrier
538003788,Cargo,Bulk Carrier
538003816,Tanker,Oil Products Tanker
538003817,Cargo,Bulk Carrier
538003850,Tanker,Oil/Chemical Tanker
538003857,Tanker,Oil/Chemical Tanker
538003859,Tanker,Oil/Chemical Tanker
538003868,Tanker,Crude Oil Tanker
538003892,Cargo,Bulk Carrier
538003904,Cargo,Bulk Carrier
538003905,Cargo,Bulk Carrier
538003906,Cargo,Bulk Carrier
538003908,Cargo,Bulk Carrier
538003910,Tanker - Hazard D (Recognizable),LPG Tanker
538003924,Tanker,Oil/Chemical Tanker
538003929,Tanker - Hazard B,Chemical Tanker
538003930,Cargo,Bulk Carrier
538003946,Cargo,Bulk Carrier
538003954,Cargo,Bulk Carrier
538003956,Cargo,Bulk Carrier
538003990,Cargo,Bulk Carrier
538004028,Tanker,Crude Oil Tanker
538004033,Tanker,Crude Oil Tanker
538004034,Tanker,Crude Oil Tanker
538004037,Cargo,Bulk Carrier
538004053,Cargo,Bulk Carrier
538004060,Cargo,Bulk Carrier
538004073,Cargo,Bulk Carrier
538004092,Cargo,Bulk Carrier
538004103,Cargo,Bulk Carrier
538004118,Tanker,Crude Oil Tanker
538004139,Cargo,Bulk Carrier
538004145,Tanker,Crude Oil Tanker
538004153,Cargo,Bulk Carrier
538004166,Cargo,Bulk Carrier
538004168,Tanker,Crude Oil Tanker
538004178,Cargo,Bulk Carrier
538004181,Cargo,Bulk Carrier
538004189,Tanker - Hazard B,Oil/Chemical Tanker
538004204,Cargo,Bulk Carrier
538004220,Cargo,Bulk Carrier
538004238,Tanker,Crude Oil Tanker
538004239,Tanker,Oil/Chemical Tanker
538004241,Cargo,Bulk Carrier
538004244,Cargo,Bulk Carrier
538004245,Cargo,Bulk Carrier
538004251,Cargo,Bulk Carrier
538004260,Cargo,Bulk Carrier
538004270,Cargo,Bulk Carrier
538004284,Cargo,Bulk Carrier
538004295,Cargo,Bulk Carrier
538004305,Cargo,Bulk Carrier
538004306,Cargo,Bulk Carrier
538004316,Tanker,Crude Oil Tanker
538004326,Cargo,Bulk Carrier
538004330,Cargo,Bulk Carrier
538004337,Cargo,Bulk Carrier
538004339,Cargo,Bulk Carrier
538004340,Cargo,Bulk Carrier
538004343,Cargo,Bulk Carrier
538004344,Cargo - Hazard A (Major),Bulk Carrier
538004361,Cargo,Bulk Carrier
538004367,Cargo,Bulk Carrier
538004384,Cargo,Bulk Carrier
538004420,Tanker - Hazard D (Recognizable),LPG Tanker
538004443,Cargo,General Cargo
538004456,Cargo,Bulk Carrier
538004475,Cargo,Bulk Carrier
538004477,Cargo,Bulk Carrier
538004485,Cargo,Bulk Carrier
538004487,Tanker - Hazard A (Major),Crude Oil Tanker
538004494,Cargo,Bulk Carrier
538004502,Cargo,Bulk Carrier
538004507,Cargo,Bulk Carrier
538004508,Tanker,Crude Oil Tanker
538004518,Tanker,Crude Oil Tanker
538004530,Cargo,Bulk Carrier
538004551,Cargo,Bulk Carrier
538004564,Cargo,Bulk Carrier
538004601,Cargo,Bulk Carrier
538004630,Cargo,Bulk Carrier
538004639,Cargo,Bulk Carrier
538004646,Cargo,Bulk Carrier
538004647,Cargo,Bulk Carrier
538004667,Cargo,Bulk Carrier
538004669,Cargo,Bulk Carrier
538004675,Cargo,Bulk Carrier
538004710,Cargo,Bulk Carrier
538004714,Cargo,Bulk Carrier
538004715,Cargo,Bulk Carrier
538004721,Cargo,Bulk Carrier
538004727,Cargo,Bulk Carrier
538004739,Cargo,Bulk Carrier
538004740,Cargo,Bulk Carrier
538004772,Cargo,Bulk Carrier
538004785,Cargo,Bulk Carrier
538004825,Cargo,Bulk Carrier
538004843,Cargo,Bulk Carrier
538004844,Cargo,General Cargo
538004885,Tanker,Oil/Chemical Tanker
538004890,Cargo,Bulk Carrier
538004897,Cargo,General Cargo
538004911,Cargo - Hazard D (Recognizable),Container Ship
538004921,Cargo,Bulk Carrier
538004922,Cargo,Bulk Carrier
538004925,Cargo,Bulk Carrier
538004931,Cargo,Bulk Carrier
538004933,Cargo,General Cargo
538004934,Tanker,Crude Oil Tanker
538004966,Cargo,Bulk Carrier
538004993,Tanker,Oil/Chemical Tanker
538004995,Cargo,Bulk Carrier
538004996,Cargo,Bulk Carrier
538005003,Cargo,Bulk Carrier
538005025,Cargo,Bulk Carrier
538005042,Cargo - Hazard A (Major),Container Ship
538005048,Cargo,General Cargo
538005063,Cargo,Bulk Carrier
538005074,Cargo,Bulk Carrier
538005088,Tanker - Hazard B,Oil/Chemical Tanker
538005096,Cargo,Bulk Carrier
538005103,Cargo,Bulk Carrier
538005129,Tanker,Chemical Tanker
538005137,Cargo,Bulk Carrier
538005154,Cargo,Bulk Carrier
538005169,Cargo,Bulk Carrier
538005170,Cargo,General Cargo
538005182,Tanker,Oil Products Tanker
538005194,Cargo,Bulk Carrier
538005201,Tanker,Oil Products Tanker
538005208,Cargo,Bulk Carrier
538005215,Tanker,Oil/Chemical Tanker
538005216,Cargo,Bulk Carrier
538005221,Tanker,Oil/Chemical Tanker
538005231,Cargo,Bulk Carrier
538005243,Cargo,Bulk Carrier
538005244,Tanker,Oil Products Tanker
538005248,Tanker,Oil/Chemical Tanker
538005260,Cargo,Bulk Carrier
538005263,Cargo,Bulk Carrier
538005271,Tanker,Oil/Chemical Tanker
538005272,Cargo,Bulk Carrier
538005292,Tanker,Oil/Chemical Tanker
538005301,Tanker,Oil/Chemical Tanker
538005338,Cargo,Bulk Carrier
538005348,Tanker,Oil/Chemical Tanker
538005364,Cargo,Bulk Carrier
538005368,Cargo,Bulk Carrier
538005372,Tanker,Oil/Chemical Tanker
538005374,Tanker - Hazard D (Recognizable),LNG Tanker
538005376,Cargo,Bulk Carrier
538005384,Tanker,Crude Oil Tanker
538005385,Tanker,Crude Oil Tanker
538005387,Tanker,Crude Oil Tanker
538005388,Tanker,Crude Oil Tanker
538005390,Tanker,Crude Oil Tanker
538005391,Tanker,Crude Oil Tanker
538005401,Tanker,Oil/Chemical Tanker
538005403,Tanker,Oil/Chemical Tanker
538005405,Tanker,Oil/Chemical Tanker
538005407,Tanker,Oil/Chemical Tanker
538005409,Tanker,Oil/Chemical Tanker
538005411,Cargo,Bulk Carrier
538005414,Tanker,Oil/Chemical Tanker
538005430,Cargo,General Cargo
538005436,Cargo,Bulk Carrier
538005439,Tanker,Crude Oil Tanker
538005453,Cargo,Bulk Carrier
538005461,Cargo,Bulk Carrier
538005464,Cargo,Bulk Carrier
538005473,Tanker,Crude Oil Tanker
538005498,Cargo,Bulk Carrier
538005501,Tanker - Hazard D (Recognizable),Crude Oil Tanker
538005505,Cargo,Bulk Carrier
538005513,Tanker,Crude Oil Tanker
538005521,Cargo,Vehicles Carrier
538005523,Tanker,Oil/Chemical Tanker
538005544,Cargo,Bulk Carrier
538005552,Tanker,Oil/Chemical Tanker
538005553,Tanker,Oil/Chemical Tanker
538005554,Tanker,Oil/Chemical Tanker
538005594,Cargo,Bulk Carrier
538005605,Cargo,Bulk Carrier
538005607,Cargo,Bulk Carrier
538005619,Cargo,Bulk Carrier
538005623,Cargo,Bulk Carrier
538005651,Cargo,Bulk Carrier
538005653,Tanker,Oil/Chemical Tanker
538005692,Cargo,Bulk Carrier
538005693,Cargo,Bulk Carrier
538005707,Cargo,Bulk Carrier
538005738,Cargo,Bulk Carrier
538005754,Cargo,Bulk Carrier
538005774,Tanker - Hazard B,Oil/Chemical Tanker
538005776,Tanker,Oil/Chemical Tanker
538005777,Tanker,Oil/Chemical Tanker
538005778,Tanker,Oil/Chemical Tanker
538005779,Tanker,Oil/Chemical Tanker
538005782,Tanker,Oil/Chemical Tanker
538005783,Tanker,Oil/Chemical Tanker
538005785,Tanker - Hazard B,Oil/Chemical Tanker
538005792,Cargo,Bulk Carrier
538005795,Cargo,Bulk Carrier
538005810,Cargo,Bulk Carrier
538005814,Cargo,Bulk Carrier
538005823,Tanker,Crude Oil Tanker
538005825,Tanker,Crude Oil Tanker
538005831,Cargo,Bulk Carrier
538005832,Cargo,Bulk Carrier
538005847,Cargo - Hazard D (Recognizable),Container Ship
538005855,Cargo,Bulk Carrier
538005865,Tanker - Hazard B,Oil/Chemical Tanker
538005866,Tanker - Hazard B,Oil/Chemical Tanker
538005867,Tanker,Oil/Chemical Tanker
538005893,Tanker - Hazard A (Major),Oil/Chemical Tanker
538005894,Tanker,Oil/Chemical Tanker
538005900,Cargo,Bulk Carrier
538005903,Cargo,Bulk Carrier
538005936,Cargo,Bulk Carrier
538005954,Cargo,Bulk Carrier
538005955,Tanker,Crude Oil Tanker
538005957,Cargo,Bulk Carrier
538005959,Cargo - Hazard A (Major),Container Ship
538005974,Cargo,Bulk Carrier
538005975,Cargo,Bulk Carrier
538005977,Cargo,Bulk Carrier
538006003,Cargo,Bulk Carrier
538006004,Cargo,Bulk Carrier
538006011,Cargo,Bulk Carrier
538006013,Cargo,Bulk Carrier
538006031,Cargo,Bulk Carrier
538006032,Tanker,Crude Oil Tanker
538006037,Tanker,Crude Oil Tanker
538006038,Tanker,Crude Oil Tanker
538006042,Cargo,Bulk Carrier
538006059,Cargo,Bulk Carrier
538006072,Cargo,Bulk Carrier
538006078,Tanker,Crude Oil Tanker
538006081,Tanker,Crude Oil Tanker
538006091,Cargo,Bulk Carrier
538006096,Cargo,Bulk Carrier
538006102,Cargo,Vehicles Carrier
538006129,Tanker,Oil/Chemical Tanker
538006130,Tanker,Oil/Chemical Tanker
538006143,Cargo,Bulk Carrier
538006164,Cargo,Bulk Carrier
538006171,Cargo,Bulk Carrier
538006174,Cargo,Bulk Carrier
538006179,Tanker,Oil/Chemical Tanker
538006203,Tanker,Crude Oil Tanker
538006204,Tanker,Crude Oil Tanker
538006205,Cargo,Bulk Carrier
538006206,Cargo,General Cargo
538006208,Cargo,Bulk Carrier
538006210,Tanker,Oil Products Tanker
538006225,Tanker,Oil/Chemical Tanker
538006247,Cargo,Bulk Carrier
538006248,Cargo - Hazard A (Major),General Cargo
538006273,Cargo,Bulk Carrier
538006278,Cargo,Bulk Carrier
538006286,Cargo,Bulk Carrier
538006289,Cargo,Bulk Carrier
538006294,Cargo,Bulk Carrier
538006296,Cargo,Bulk Carrier
538006297,Cargo,Bulk Carrier
538006298,Cargo,Bulk Carrier
538006326,Cargo,Vehicles Carrier
538006340,Cargo,Bulk Carrier
538006349,Cargo,Bulk Carrier
538006354,Cargo,Bulk Carrier
538006367,Tanker,Oil/Chemical Tanker
538006399,Tanker,LPG Tanker
538006419,Cargo,Bulk Carrier
538006431,Cargo,Bulk Carrier
538006432,Cargo,Bulk Carrier
538006434,Cargo,Bulk Carrier
538006435,Cargo,Bulk Carrier
538006458,Cargo,Bulk Carrier
538006461,Tanker,Crude Oil Tanker
538006462,Cargo,Bulk Carrier
538006466,Cargo,Bulk Carrier
538006468,Cargo,Bulk Carrier
