MMSI,shipType,shipTypeSpecific
271020124,Sailing Vessel,Sailing Vessel
271043759,Sailing Vessel,Sailing Vessel
271044586,Sailing Vessel,Sailing Vessel
271044728,Sailing Vessel,Sailing Vessel
271044780,Sailing Vessel,Sailing Vessel
271044867,Sailing Vessel,Sailing Vessel
271045352,Sailing Vessel,Sailing Vessel
271045456,Sailing Vessel,Sailing Vessel
271045618,Sailing Vessel,Sailing Vessel
271045780,Sailing Vessel,Sailing Vessel
271045820,Sailing Vessel,Sailing Vessel
271046886,Sailing Vessel,Sailing Vessel
271047504,Sailing Vessel,Sailing Vessel
271047838,Sailing Vessel,Sailing Vessel
271048134,Sailing Vessel,Sailing Vessel
271049100,Sailing Vessel,Sailing Vessel
272720000,Sailing Vessel,Sailing Vessel
273000059,Sailing Vessel,Sailing Vessel
273212890,Sailing Vessel,Sailing Vessel
273214030,Sailing Vessel,Sailing Vessel
273243700,Sailing Vessel,Sailing Vessel
273293670,Sailing Vessel,Sailing Vessel
273296630,Sailing Vessel,Sailing Vessel
273351880,Sailing Vessel,Sailing Vessel
273377290,Sailing Vessel,Sailing Vessel
273386750,Sailing Vessel,Sailing Vessel
273389550,Sailing Vessel,Sailing Vessel
273391670,Sailing Vessel,Sailing Vessel
273417440,Sailing Vessel,Sailing Vessel
273428180,Sailing Vessel,Sailing Vessel
319061300,Sailing Vessel,Sailing Vessel
367582680,Sailing Vessel,Sailing Vessel
371691000,Sailing Vessel,Sailing Vessel
374255000,Sailing Vessel,Sailing Vessel
376055000,Sailing Vessel,Sailing Vessel
378111904,Sailing Vessel,Sailing Vessel
428405000,Sailing Vessel,Sailing Vessel
511534000,Sailing Vessel,Sailing Vessel
533110082,Sailing Vessel,Sailing Vessel
210227000,Sailing Vessel,Yacht
244060297,Sailing Vessel,Yacht
248624000,Sailing Vessel,Yacht
249555000,Sailing Vessel,Yacht
319189000,Sailing Vessel,Yacht
376352000,SAR,SAR
271044031,SAR,SAR
273387420,SAR,SAR
207622290,SAR,SAR
213520000,SAR,SAR
247252800,SAR,SAR
247344900,SAR,SAR
264800005,SAR,SAR
264900077,SAR,SAR
264900143,SAR,SAR
264900349,SAR,SAR
264900350,SAR,SAR
271010033,SAR,SAR
271010034,SAR,SAR
271010036,SAR,SAR
271030140,SAR,SAR
271042658,SAR,SAR
271042797,SAR,SAR
271047153,SAR,SAR
272135700,SAR,SAR
272682000,SAR,SAR
272683000,SAR,SAR
272685000,SAR,SAR
272686000,SAR,SAR
272781000,SAR,SAR
273546110,SAR,SAR
272106700,SAR,Tug
272106900,SAR,Tug
272256000,SAR,Tug
636017590,SAR,Tug
215712000,Tanker,Asphalt/Bitumen Tanker
236594000,Tanker,Asphalt/Bitumen Tanker
247288900,Tanker,Asphalt/Bitumen Tanker
247296800,Tanker,Asphalt/Bitumen Tanker
248180000,Tanker,Asphalt/Bitumen Tanker
249705000,Tanker,Asphalt/Bitumen Tanker
271043916,Tanker,Asphalt/Bitumen Tanker
271044068,Tanker,Asphalt/Bitumen Tanker
271046486,Tanker,Asphalt/Bitumen Tanker
355306000,Tanker,Asphalt/Bitumen Tanker
356502000,Tanker,Asphalt/Bitumen Tanker
356503000,Tanker,Asphalt/Bitumen Tanker
371737000,Tanker,Asphalt/Bitumen Tanker
538006821,Tanker,Asphalt/Bitumen Tanker
538007666,Tanker,Asphalt/Bitumen Tanker
538007746,Tanker,Asphalt/Bitumen Tanker
563008900,Tanker,Asphalt/Bitumen Tanker
620657000,Tanker,Asphalt/Bitumen Tanker
207228000,Tanker,Bunkering Tanker
209215000,Tanker,Bunkering Tanker
215953000,Tanker,Bunkering Tanker
239550200,Tanker,Bunkering Tanker
240897000,Tanker,Bunkering Tanker
241112000,Tanker,Bunkering Tanker
241675000,Tanker,Bunkering Tanker
247114600,Tanker,Bunkering Tanker
248138000,Tanker,Bunkering Tanker
271002360,Tanker,Bunkering Tanker
271002448,Tanker,Bunkering Tanker
271010111,Tanker,Bunkering Tanker
271010172,Tanker,Bunkering Tanker
271010473,Tanker,Bunkering Tanker
271010474,Tanker,Bunkering Tanker
271040315,Tanker,Bunkering Tanker
271043195,Tanker,Bunkering Tanker
271043196,Tanker,Bunkering Tanker
271043460,Tanker,Bunkering Tanker
271043669,Tanker,Bunkering Tanker
271043976,Tanker,Bunkering Tanker
271044285,Tanker,Bunkering Tanker
271044525,Tanker,Bunkering Tanker
271044526,Tanker,Bunkering Tanker
273317910,Tanker,Bunkering Tanker
211852000,Tanker,Chemical Tanker
214182773,Tanker,Chemical Tanker
215486000,Tanker,Chemical Tanker
215958000,Tanker,Chemical Tanker
219018897,Tanker,Chemical Tanker
219426000,Tanker,Chemical Tanker
219432000,Tanker,Chemical Tanker
219473000,Tanker,Chemical Tanker
219479000,Tanker,Chemical Tanker
220644000,Tanker,Chemical Tanker
246347000,Tanker,Chemical Tanker
247087700,Tanker,Chemical Tanker
247171100,Tanker,Chemical Tanker
247276100,Tanker,Chemical Tanker
247293100,Tanker,Chemical Tanker
247359000,Tanker,Chemical Tanker
247758000,Tanker,Chemical Tanker
249677000,Tanker,Chemical Tanker
255806523,Tanker,Chemical Tanker
257710000,Tanker,Chemical Tanker
264900073,Tanker,Chemical Tanker
271010209,Tanker,Chemical Tanker
271043501,Tanker,Chemical Tanker
271044013,Tanker,Chemical Tanker
273358130,Tanker,Chemical Tanker
311929000,Tanker,Chemical Tanker
351482000,Tanker,Chemical Tanker
352099000,Tanker,Chemical Tanker
353052000,Tanker,Chemical Tanker
353992000,Tanker,Chemical Tanker
354556000,Tanker,Chemical Tanker
371823000,Tanker,Chemical Tanker
477117800,Tanker,Chemical Tanker
477133600,Tanker,Chemical Tanker
477293800,Tanker,Chemical Tanker
538001963,Tanker,Chemical Tanker
538001964,Tanker,Chemical Tanker
538003254,Tanker,Chemical Tanker
538005129,Tanker,Chemical Tanker
563091300,Tanker,Chemical Tanker
564580000,Tanker,Chemical Tanker
565677000,Tanker,Chemical Tanker
566976000,Tanker,Chemical Tanker
572210220,Tanker,Chemical Tanker
572923210,Tanker,Chemical Tanker
605076180,Tanker,Chemical Tanker
636015300,Tanker,Chemical Tanker
636019845,Tanker,Chemical Tanker
636012854,Tanker,Crude Oil Tanker
212717000,Tanker,Crude Oil Tanker
215065000,Tanker,Crude Oil Tanker
215307000,Tanker,Crude Oil Tanker
215401000,Tanker,Crude Oil Tanker
215461000,Tanker,Crude Oil Tanker
215466000,Tanker,Crude Oil Tanker
215497000,Tanker,Crude Oil Tanker
215514000,Tanker,Crude Oil Tanker
215535000,Tanker,Crude Oil Tanker
215544000,Tanker,Crude Oil Tanker
215743000,Tanker,Crude Oil Tanker
215777000,Tanker,Crude Oil Tanker
215782000,Tanker,Crude Oil Tanker
215798000,Tanker,Crude Oil Tanker
215845000,Tanker,Crude Oil Tanker
215854000,Tanker,Crude Oil Tanker
220258000,Tanker,Crude Oil Tanker
229038000,Tanker,Crude Oil Tanker
229160000,Tanker,Crude Oil Tanker
229336000,Tanker,Crude Oil Tanker
229357000,Tanker,Crude Oil Tanker
229461000,Tanker,Crude Oil Tanker
229715000,Tanker,Crude Oil Tanker
229773000,Tanker,Crude Oil Tanker
232012087,Tanker,Crude Oil Tanker
232012788,Tanker,Crude Oil Tanker
235076272,Tanker,Crude Oil Tanker
235076282,Tanker,Crude Oil Tanker
235108527,Tanker,Crude Oil Tanker
235108529,Tanker,Crude Oil Tanker
235108534,Tanker,Crude Oil Tanker
238019000,Tanker,Crude Oil Tanker
238233000,Tanker,Crude Oil Tanker
238250000,Tanker,Crude Oil Tanker
238252000,Tanker,Crude Oil Tanker
240463000,Tanker,Crude Oil Tanker
240480000,Tanker,Crude Oil Tanker
240547000,Tanker,Crude Oil Tanker
240565000,Tanker,Crude Oil Tanker
240575000,Tanker,Crude Oil Tanker
240594000,Tanker,Crude Oil Tanker
240633000,Tanker,Crude Oil Tanker
240653000,Tanker,Crude Oil Tanker
240657000,Tanker,Crude Oil Tanker
240658000,Tanker,Crude Oil Tanker
240681000,Tanker,Crude Oil Tanker
240715000,Tanker,Crude Oil Tanker
240821000,Tanker,Crude Oil Tanker
240955000,Tanker,Crude Oil Tanker
240959000,Tanker,Crude Oil Tanker
241086000,Tanker,Crude Oil Tanker
241132000,Tanker,Crude Oil Tanker
241154000,Tanker,Crude Oil Tanker
241199000,Tanker,Crude Oil Tanker
241212000,Tanker,Crude Oil Tanker
241279000,Tanker,Crude Oil Tanker
241331000,Tanker,Crude Oil Tanker
241343000,Tanker,Crude Oil Tanker
241348000,Tanker,Crude Oil Tanker
241356000,Tanker,Crude Oil Tanker
241359000,Tanker,Crude Oil Tanker
241406000,Tanker,Crude Oil Tanker
241408000,Tanker,Crude Oil Tanker
241444000,Tanker,Crude Oil Tanker
241445000,Tanker,Crude Oil Tanker
241453000,Tanker,Crude Oil Tanker
241454000,Tanker,Crude Oil Tanker
241455000,Tanker,Crude Oil Tanker
241456000,Tanker,Crude Oil Tanker
241463000,Tanker,Crude Oil Tanker
241466000,Tanker,Crude Oil Tanker
241485000,Tanker,Crude Oil Tanker
241493000,Tanker,Crude Oil Tanker
241502000,Tanker,Crude Oil Tanker
241517000,Tanker,Crude Oil Tanker
241570000,Tanker,Crude Oil Tanker
241580000,Tanker,Crude Oil Tanker
241604000,Tanker,Crude Oil Tanker
241614000,Tanker,Crude Oil Tanker
241627000,Tanker,Crude Oil Tanker
241659000,Tanker,Crude Oil Tanker
241689000,Tanker,Crude Oil Tanker
241701000,Tanker,Crude Oil Tanker
241714000,Tanker,Crude Oil Tanker
241715000,Tanker,Crude Oil Tanker
241716000,Tanker,Crude Oil Tanker
241730000,Tanker,Crude Oil Tanker
241731000,Tanker,Crude Oil Tanker
241734000,Tanker,Crude Oil Tanker
241735000,Tanker,Crude Oil Tanker
241741000,Tanker,Crude Oil Tanker
247293200,Tanker,Crude Oil Tanker
248006000,Tanker,Crude Oil Tanker
248148000,Tanker,Crude Oil Tanker
248224000,Tanker,Crude Oil Tanker
248292000,Tanker,Crude Oil Tanker
248417000,Tanker,Crude Oil Tanker
248585000,Tanker,Crude Oil Tanker
248821000,Tanker,Crude Oil Tanker
248851000,Tanker,Crude Oil Tanker
248884000,Tanker,Crude Oil Tanker
248964000,Tanker,Crude Oil Tanker
249012000,Tanker,Crude Oil Tanker
249279000,Tanker,Crude Oil Tanker
249550000,Tanker,Crude Oil Tanker
249592000,Tanker,Crude Oil Tanker
249593000,Tanker,Crude Oil Tanker
249746000,Tanker,Crude Oil Tanker
249747000,Tanker,Crude Oil Tanker
249820000,Tanker,Crude Oil Tanker
249853000,Tanker,Crude Oil Tanker
249856000,Tanker,Crude Oil Tanker
249878000,Tanker,Crude Oil Tanker
249981000,Tanker,Crude Oil Tanker
249984000,Tanker,Crude Oil Tanker
255805927,Tanker,Crude Oil Tanker
255806023,Tanker,Crude Oil Tanker
255806058,Tanker,Crude Oil Tanker
255806059,Tanker,Crude Oil Tanker
255806138,Tanker,Crude Oil Tanker
255806147,Tanker,Crude Oil Tanker
255806154,Tanker,Crude Oil Tanker
255806155,Tanker,Crude Oil Tanker
255806156,Tanker,Crude Oil Tanker
255806172,Tanker,Crude Oil Tanker
256377000,Tanker,Crude Oil Tanker
256380000,Tanker,Crude Oil Tanker
256440000,Tanker,Crude Oil Tanker
256550000,Tanker,Crude Oil Tanker
256702000,Tanker,Crude Oil Tanker
256903000,Tanker,Crude Oil Tanker
257031550,Tanker,Crude Oil Tanker
257320000,Tanker,Crude Oil Tanker
257572000,Tanker,Crude Oil Tanker
259984000,Tanker,Crude Oil Tanker
271000773,Tanker,Crude Oil Tanker
271002201,Tanker,Crude Oil Tanker
271042654,Tanker,Crude Oil Tanker
271044691,Tanker,Crude Oil Tanker
271045135,Tanker,Crude Oil Tanker
271045353,Tanker,Crude Oil Tanker
308329000,Tanker,Crude Oil Tanker
309368000,Tanker,Crude Oil Tanker
309686000,Tanker,Crude Oil Tanker
309813000,Tanker,Crude Oil Tanker
310622000,Tanker,Crude Oil Tanker
310654000,Tanker,Crude Oil Tanker
311000336,Tanker,Crude Oil Tanker
311000438,Tanker,Crude Oil Tanker
311000450,Tanker,Crude Oil Tanker
311000452,Tanker,Crude Oil Tanker
311000534,Tanker,Crude Oil Tanker
311000765,Tanker,Crude Oil Tanker
311000820,Tanker,Crude Oil Tanker
311000833,Tanker,Crude Oil Tanker
311000863,Tanker,Crude Oil Tanker
311000864,Tanker,Crude Oil Tanker
311000903,Tanker,Crude Oil Tanker
311000915,Tanker,Crude Oil Tanker
311000953,Tanker,Crude Oil Tanker
311001058,Tanker,Crude Oil Tanker
311026700,Tanker,Crude Oil Tanker
311039900,Tanker,Crude Oil Tanker
311076800,Tanker,Crude Oil Tanker
311476000,Tanker,Crude Oil Tanker
311707000,Tanker,Crude Oil Tanker
319095100,Tanker,Crude Oil Tanker
319130800,Tanker,Crude Oil Tanker
351075000,Tanker,Crude Oil Tanker
351206000,Tanker,Crude Oil Tanker
354290000,Tanker,Crude Oil Tanker
355600000,Tanker,Crude Oil Tanker
370236000,Tanker,Crude Oil Tanker
371458000,Tanker,Crude Oil Tanker
371558000,Tanker,Crude Oil Tanker
373090000,Tanker,Crude Oil Tanker
373594000,Tanker,Crude Oil Tanker
374007000,Tanker,Crude Oil Tanker
374901000,Tanker,Crude Oil Tanker
403548000,Tanker,Crude Oil Tanker
419001224,Tanker,Crude Oil Tanker
419001245,Tanker,Crude Oil Tanker
419506000,Tanker,Crude Oil Tanker
428040600,Tanker,Crude Oil Tanker
466244000,Tanker,Crude Oil Tanker
477023800,Tanker,Crude Oil Tanker
477043500,Tanker,Crude Oil Tanker
477144300,Tanker,Crude Oil Tanker
477539100,Tanker,Crude Oil Tanker
477539300,Tanker,Crude Oil Tanker
477539700,Tanker,Crude Oil Tanker
477591500,Tanker,Crude Oil Tanker
538001786,Tanker,Crude Oil Tanker
538001893,Tanker,Crude Oil Tanker
538003268,Tanker,Crude Oil Tanker
538003321,Tanker,Crude Oil Tanker
538003322,Tanker,Crude Oil Tanker
538003450,Tanker,Crude Oil Tanker
538003601,Tanker,Crude Oil Tanker
538003868,Tanker,Crude Oil Tanker
538004028,Tanker,Crude Oil Tanker
538004033,Tanker,Crude Oil Tanker
538004034,Tanker,Crude Oil Tanker
538004118,Tanker,Crude Oil Tanker
538004145,Tanker,Crude Oil Tanker
538004168,Tanker,Crude Oil Tanker
538004238,Tanker,Crude Oil Tanker
538004316,Tanker,Crude Oil Tanker
538004508,Tanker,Crude Oil Tanker
538004518,Tanker,Crude Oil Tanker
538004934,Tanker,Crude Oil Tanker
538005384,Tanker,Crude Oil Tanker
538005385,Tanker,Crude Oil Tanker
538005387,Tanker,Crude Oil Tanker
538005388,Tanker,Crude Oil Tanker
538005390,Tanker,Crude Oil Tanker
538005391,Tanker,Crude Oil Tanker
538005439,Tanker,Crude Oil Tanker
538005473,Tanker,Crude Oil Tanker
538005513,Tanker,Crude Oil Tanker
538005823,Tanker,Crude Oil Tanker
538005825,Tanker,Crude Oil Tanker
538005955,Tanker,Crude Oil Tanker
538006032,Tanker,Crude Oil Tanker
538006037,Tanker,Crude Oil Tanker
538006038,Tanker,Crude Oil Tanker
538006078,Tanker,Crude Oil Tanker
538006081,Tanker,Crude Oil Tanker
538006203,Tanker,Crude Oil Tanker
538006204,Tanker,Crude Oil Tanker
538006461,Tanker,Crude Oil Tanker
538006608,Tanker,Crude Oil Tanker
538006621,Tanker,Crude Oil Tanker
538006648,Tanker,Crude Oil Tanker
538006696,Tanker,Crude Oil Tanker
538006702,Tanker,Crude Oil Tanker
538006771,Tanker,Crude Oil Tanker
538007007,Tanker,Crude Oil Tanker
538007127,Tanker,Crude Oil Tanker
538007133,Tanker,Crude Oil Tanker
538007153,Tanker,Crude Oil Tanker
538007154,Tanker,Crude Oil Tanker
538007370,Tanker,Crude Oil Tanker
538007374,Tanker,Crude Oil Tanker
538007376,Tanker,Crude Oil Tanker
538007462,Tanker,Crude Oil Tanker
538007463,Tanker,Crude Oil Tanker
538007465,Tanker,Crude Oil Tanker
538007646,Tanker,Crude Oil Tanker
538007665,Tanker,Crude Oil Tanker
538007785,Tanker,Crude Oil Tanker
538007797,Tanker,Crude Oil Tanker
538007916,Tanker,Crude Oil Tanker
538007953,Tanker,Crude Oil Tanker
538007959,Tanker,Crude Oil Tanker
538007963,Tanker,Crude Oil Tanker
538008034,Tanker,Crude Oil Tanker
538008084,Tanker,Crude Oil Tanker
538008103,Tanker,Crude Oil Tanker
538008157,Tanker,Crude Oil Tanker
538008320,Tanker,Crude Oil Tanker
538008327,Tanker,Crude Oil Tanker
538008330,Tanker,Crude Oil Tanker
538008331,Tanker,Crude Oil Tanker
538008332,Tanker,Crude Oil Tanker
538008333,Tanker,Crude Oil Tanker
538008334,Tanker,Crude Oil Tanker
538008656,Tanker,Crude Oil Tanker
538008714,Tanker,Crude Oil Tanker
538008913,Tanker,Crude Oil Tanker
538008915,Tanker,Crude Oil Tanker
538008918,Tanker,Crude Oil Tanker
538009153,Tanker,Crude Oil Tanker
538009165,Tanker,Crude Oil Tanker
538009252,Tanker,Crude Oil Tanker
538009478,Tanker,Crude Oil Tanker
538090534,Tanker,Crude Oil Tanker
563045300,Tanker,Crude Oil Tanker
563053500,Tanker,Crude Oil Tanker
563068700,Tanker,Crude Oil Tanker
563069200,Tanker,Crude Oil Tanker
563069300,Tanker,Crude Oil Tanker
563326000,Tanker,Crude Oil Tanker
563353000,Tanker,Crude Oil Tanker
563445000,Tanker,Crude Oil Tanker
563759000,Tanker,Crude Oil Tanker
564430000,Tanker,Crude Oil Tanker
565949000,Tanker,Crude Oil Tanker
566245000,Tanker,Crude Oil Tanker
566422000,Tanker,Crude Oil Tanker
566479000,Tanker,Crude Oil Tanker
613003410,Tanker,Crude Oil Tanker
621819062,Tanker,Crude Oil Tanker
621819072,Tanker,Crude Oil Tanker
636011265,Tanker,Crude Oil Tanker
636011267,Tanker,Crude Oil Tanker
636011491,Tanker,Crude Oil Tanker
636011640,Tanker,Crude Oil Tanker
636011641,Tanker,Crude Oil Tanker
636012164,Tanker,Crude Oil Tanker
636012318,Tanker,Crude Oil Tanker
636012382,Tanker,Crude Oil Tanker
636012383,Tanker,Crude Oil Tanker
636012384,Tanker,Crude Oil Tanker
636012628,Tanker,Crude Oil Tanker
636012629,Tanker,Crude Oil Tanker
636012630,Tanker,Crude Oil Tanker
636012647,Tanker,Crude Oil Tanker
636012660,Tanker,Crude Oil Tanker
636012661,Tanker,Crude Oil Tanker
636012662,Tanker,Crude Oil Tanker
636012813,Tanker,Crude Oil Tanker
636012814,Tanker,Crude Oil Tanker
636012853,Tanker,Crude Oil Tanker
636012855,Tanker,Crude Oil Tanker
636012856,Tanker,Crude Oil Tanker
636013156,Tanker,Crude Oil Tanker
636013157,Tanker,Crude Oil Tanker
636013273,Tanker,Crude Oil Tanker
636013275,Tanker,Crude Oil Tanker
636013296,Tanker,Crude Oil Tanker
636013376,Tanker,Crude Oil Tanker
636014189,Tanker,Crude Oil Tanker
636014252,Tanker,Crude Oil Tanker
636014253,Tanker,Crude Oil Tanker
636014278,Tanker,Crude Oil Tanker
636014309,Tanker,Crude Oil Tanker
636014310,Tanker,Crude Oil Tanker
636014311,Tanker,Crude Oil Tanker
636014350,Tanker,Crude Oil Tanker
636014355,Tanker,Crude Oil Tanker
636014501,Tanker,Crude Oil Tanker
636014503,Tanker,Crude Oil Tanker
636014868,Tanker,Crude Oil Tanker
636014943,Tanker,Crude Oil Tanker
636014944,Tanker,Crude Oil Tanker
636015150,Tanker,Crude Oil Tanker
636015166,Tanker,Crude Oil Tanker
636015304,Tanker,Crude Oil Tanker
636015411,Tanker,Crude Oil Tanker
636015526,Tanker,Crude Oil Tanker
636015562,Tanker,Crude Oil Tanker
636015624,Tanker,Crude Oil Tanker
636015767,Tanker,Crude Oil Tanker
636016093,Tanker,Crude Oil Tanker
636016128,Tanker,Crude Oil Tanker
636016274,Tanker,Crude Oil Tanker
636016275,Tanker,Crude Oil Tanker
636016505,Tanker,Crude Oil Tanker
636016693,Tanker,Crude Oil Tanker
636016698,Tanker,Crude Oil Tanker
636016968,Tanker,Crude Oil Tanker
636017015,Tanker,Crude Oil Tanker
636017059,Tanker,Crude Oil Tanker
636017061,Tanker,Crude Oil Tanker
636017500,Tanker,Crude Oil Tanker
636017658,Tanker,Crude Oil Tanker
636017739,Tanker,Crude Oil Tanker
636017796,Tanker,Crude Oil Tanker
636018113,Tanker,Crude Oil Tanker
636018177,Tanker,Crude Oil Tanker
636018206,Tanker,Crude Oil Tanker
636018307,Tanker,Crude Oil Tanker
636018521,Tanker,Crude Oil Tanker
636018682,Tanker,Crude Oil Tanker
636018683,Tanker,Crude Oil Tanker
636018688,Tanker,Crude Oil Tanker
636018743,Tanker,Crude Oil Tanker
636018751,Tanker,Crude Oil Tanker
636018765,Tanker,Crude Oil Tanker
636018766,Tanker,Crude Oil Tanker
636018959,Tanker,Crude Oil Tanker
636019054,Tanker,Crude Oil Tanker
636019117,Tanker,Crude Oil Tanker
636019156,Tanker,Crude Oil Tanker
636019167,Tanker,Crude Oil Tanker
636019297,Tanker,Crude Oil Tanker
636019327,Tanker,Crude Oil Tanker
636019387,Tanker,Crude Oil Tanker
636019492,Tanker,Crude Oil Tanker
636019541,Tanker,Crude Oil Tanker
636019740,Tanker,Crude Oil Tanker
636019831,Tanker,Crude Oil Tanker
636020072,Tanker,Crude Oil Tanker
636020098,Tanker,Crude Oil Tanker
636020805,Tanker,Crude Oil Tanker
636020893,Tanker,Crude Oil Tanker
636020894,Tanker,Crude Oil Tanker
636020981,Tanker,Crude Oil Tanker
636090747,Tanker,Crude Oil Tanker
636091197,Tanker,Crude Oil Tanker
636093004,Tanker,Crude Oil Tanker
236583000,Tanker,General Cargo
271002384,Tanker,General Cargo
271002403,Tanker,General Cargo
271271044,Tanker,General Cargo
273351010,Tanker,General Cargo
273444980,Tanker,General Cargo
312942000,Tanker,General Cargo
314516000,Tanker,General Cargo
334021000,Tanker,General Cargo
577363000,Tanker,General Cargo
620455000,Tanker,General Cargo
620797000,Tanker,General Cargo
671662000,Tanker,General Cargo
354337000,Tanker,Heavy Load Carrier
207261012,Tanker,"Inland, Motor Tanker"
211506360,Tanker,"Inland, Motor Tanker"
240966000,Tanker,"Inland, Motor Tanker"
244890116,Tanker,"Inland, Motor Tanker"
264162463,Tanker,"Inland, Motor Tanker"
264162990,Tanker,"Inland, Motor Tanker"
264163358,Tanker,"Inland, Motor Tanker"
267210059,Tanker,"Inland, Motor Tanker"
267210158,Tanker,"Inland, Motor Tanker"
272169500,Tanker,"Inland, Motor Tanker"
272175600,Tanker,"Inland, Motor Tanker"
279202559,Tanker,"Inland, Motor Tanker"
279202594,Tanker,"Inland, Motor Tanker"
207072385,Tanker,"Inland, Motor Tanker, liquid cargo, type C"
207072425,Tanker,"Inland, Motor Tanker, liquid cargo, type C"
264163292,Tanker,"Inland, Motor Tanker, liquid cargo, type C"
279202540,Tanker,"Inland, Motor Tanker, liquid cargo, type C"
207072429,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
211515750,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
264163132,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
264163156,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
264163256,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
267210080,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
272174800,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
279202570,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
279202598,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
279202606,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
279202643,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
207261414,Tanker,"Inland, Pushtow, one tank/gas barge"
279202602,Tanker,"Inland, Pushtow, one tank/gas barge"
279202645,Tanker,"Inland, Pushtow, one tank/gas barge"
207262337,Tanker,"Inland, Pushtow, two barges at least one tanker"
264162549,Tanker,"Inland, Pushtow, two barges at least one tanker"
264162611,Tanker,"Inland, Pushtow, two barges at least one tanker"
264162704,Tanker,"Inland, Pushtow, two barges at least one tanker"
229673000,Tanker,LNG Tanker
241352000,Tanker,LNG Tanker
248516000,Tanker,LNG Tanker
311000247,Tanker,LNG Tanker
311000365,Tanker,LNG Tanker
374216000,Tanker,LNG Tanker
538002920,Tanker,LNG Tanker
205685000,Tanker,LPG Tanker
215835000,Tanker,LPG Tanker
215858000,Tanker,LPG Tanker
235106302,Tanker,LPG Tanker
241349000,Tanker,LPG Tanker
247095300,Tanker,LPG Tanker
247235100,Tanker,LPG Tanker
247293900,Tanker,LPG Tanker
247325600,Tanker,LPG Tanker
249891000,Tanker,LPG Tanker
249969000,Tanker,LPG Tanker
257694000,Tanker,LPG Tanker
258643000,Tanker,LPG Tanker
271000882,Tanker,LPG Tanker
271043400,Tanker,LPG Tanker
304067000,Tanker,LPG Tanker
305178000,Tanker,LPG Tanker
311000387,Tanker,LPG Tanker
351056000,Tanker,LPG Tanker
351180000,Tanker,LPG Tanker
351259000,Tanker,LPG Tanker
352525000,Tanker,LPG Tanker
353130000,Tanker,LPG Tanker
354588000,Tanker,LPG Tanker
370355000,Tanker,LPG Tanker
372961000,Tanker,LPG Tanker
373028000,Tanker,LPG Tanker
403574000,Tanker,LPG Tanker
477233900,Tanker,LPG Tanker
477241500,Tanker,LPG Tanker
477538700,Tanker,LPG Tanker
477690200,Tanker,LPG Tanker
538006399,Tanker,LPG Tanker
538006873,Tanker,LPG Tanker
538006975,Tanker,LPG Tanker
538006977,Tanker,LPG Tanker
538007403,Tanker,LPG Tanker
538008078,Tanker,LPG Tanker
563020200,Tanker,LPG Tanker
563033300,Tanker,LPG Tanker
565242000,Tanker,LPG Tanker
565321000,Tanker,LPG Tanker
565859000,Tanker,LPG Tanker
565961000,Tanker,LPG Tanker
566013000,Tanker,LPG Tanker
636011454,Tanker,LPG Tanker
636012378,Tanker,LPG Tanker
636014078,Tanker,LPG Tanker
636014675,Tanker,LPG Tanker
636015188,Tanker,LPG Tanker
636017142,Tanker,LPG Tanker
636017417,Tanker,LPG Tanker
636017997,Tanker,LPG Tanker
636092935,Tanker,LPG Tanker
642001000,Tanker,LPG Tanker
642136026,Tanker,LPG Tanker
207133000,Tanker,Oil Products Tanker
207292000,Tanker,Oil Products Tanker
207372000,Tanker,Oil Products Tanker
207822380,Tanker,Oil Products Tanker
209003000,Tanker,Oil Products Tanker
210221000,Tanker,Oil Products Tanker
211135000,Tanker,Oil Products Tanker
211397660,Tanker,Oil Products Tanker
215242000,Tanker,Oil Products Tanker
215894000,Tanker,Oil Products Tanker
219180000,Tanker,Oil Products Tanker
219377000,Tanker,Oil Products Tanker
220188000,Tanker,Oil Products Tanker
220237000,Tanker,Oil Products Tanker
229353000,Tanker,Oil Products Tanker
232005015,Tanker,Oil Products Tanker
232019341,Tanker,Oil Products Tanker
237009100,Tanker,Oil Products Tanker
239998600,Tanker,Oil Products Tanker
240043800,Tanker,Oil Products Tanker
240485000,Tanker,Oil Products Tanker
240542000,Tanker,Oil Products Tanker
241322000,Tanker,Oil Products Tanker
241324000,Tanker,Oil Products Tanker
241683000,Tanker,Oil Products Tanker
247287500,Tanker,Oil Products Tanker
248113000,Tanker,Oil Products Tanker
248347000,Tanker,Oil Products Tanker
248900000,Tanker,Oil Products Tanker
248902000,Tanker,Oil Products Tanker
248941000,Tanker,Oil Products Tanker
249000066,Tanker,Oil Products Tanker
249508000,Tanker,Oil Products Tanker
249971000,Tanker,Oil Products Tanker
256128000,Tanker,Oil Products Tanker
256332000,Tanker,Oil Products Tanker
256349000,Tanker,Oil Products Tanker
256489000,Tanker,Oil Products Tanker
